20191100|C-11-94                                 |     M0003|9999   |9|01|20111458                |                |01/11/2019|01|                F072|929294              |02|EXTERNALCYLINDERQL40                                                            |NIU|1|                 0.00|                 0.00|                   8.36|                 0.00|         916.51800300|                   0.00|          16.00000000|         917.04080600|               14672.65|1|                                                                                                                                                                                                        
20191100|C-11-94                                 |     M0003|9999   |9|01|20111454                |                |01/11/2019|01|                F072|929294              |02|RETRACBITT45102MM-4"(P)                                                         |NIU|1|                 0.00|                 0.00|                   5.76|                 0.00|         327.13817200|                   0.00|          23.00000000|         327.38871400|                7529.94|1|                                                                                                                                                                                                        
20191100|C-11-94                                 |     M0003|9999   |9|01|20111520                |                |01/11/2019|01|                F072|929294              |02|BITCONVEXDOUBLEGAUGEQL40-5?-SPHERICALBUTTONS                                    |NIU|1|                 0.00|                 0.00|                  18.59|                 0.00|         680.64583300|                   0.00|          15.00000000|         681.88507000|               10228.28|1|                                                                                                                                                                                                        
20191100|C-11-94                                 |     M0003|9999   |9|01|20111257                |                |01/11/2019|01|                F072|929294              |02|BITQL40-5?SHANK4MOD_EST?NDAR-CONVEX                                             |NIU|1|                 0.00|                 0.00|                  43.37|                 0.00|         696.77965000|                   0.00|          75.00000000|         697.35796000|               52301.85|1|                                                                                                                                                                                                        
20191100|C-11-94                                 |     M0003|9999   |9|01|20111337                |                |01/11/2019|01|                F072|929294              |02|RETRACBITT4589MM-3_5"(P)                                                        |NIU|1|                 0.00|                 0.00|                  12.64|                 0.00|         231.41958300|                   0.00|          30.00000000|         231.84092400|                6955.23|1|                                                                                                                                                                                                        
20191100|C-11-94                                 |     M0003|9999   |9|01|20111355                |                |01/11/2019|01|                F072|929294              |02|DRIVESUBQL40                                                                    |NIU|1|                 0.00|                 0.00|                   9.34|                 0.00|         180.55546500|                   0.00|          44.00000000|         180.76782500|                7953.78|1|                                                                                                                                                                                                        
20191100|C-11-94                                 |     M0003|9999   |9|01|20111105                |                |01/11/2019|01|                F072|929294              |02|HAMMERQL50DTH-HEAVYDUTY/350PSIMOD_STANDARD                                      |NIU|1|                 0.00|                 0.00|                 131.67|                 0.00|        2854.43266900|                   0.00|          15.00000000|        2863.21059800|               42948.16|1|                                                                                                                                                                                                        
20191100|C-11-94                                 |     M0003|9999   |9|01|20111457                |                |01/11/2019|01|                F072|929294              |02|ShankDX700/800T45/L=600mm/D=52mm(P)                                             |NIU|1|                 0.00|                 0.00|                   7.81|                 0.00|         714.67812500|                   0.00|           6.00000000|         715.97932400|                4295.88|1|                                                                                                                                                                                                        
20191100|C-11-96                                 |     M0003|9999   |9|01|20111337                |                |04/11/2019|01|                F001|236                 |02|RETRACBITT4589MM-3_5"(P)                                                        |NIU|1|                 0.00|                 0.00|                  11.00|                 0.00|         229.03057400|                   0.00|          30.00000000|         229.39719800|                6881.92|1|                                                                                                                                                                                                        
20191100|C-11-96                                 |     M0003|9999   |9|01|20111458                |                |04/11/2019|01|                F001|236                 |02|EXTERNALCYLINDERQL40                                                            |NIU|1|                 0.00|                 0.00|                   7.28|                 0.00|         913.55369900|                   0.00|          16.00000000|         914.00860900|               14624.14|1|                                                                                                                                                                                                        
