20160200|1-CD-INV-000003-2002                    |     M0002|9999   |9|01|20111105                |                |03/02/2020|09|                0001|1541                |01|HAMMERQL50DTH-HEAVYDUTY/350PSIMOD_STANDARD                                      |NIU|1|                 0.00|                 0.00|                   0.00|           2.00000000|        2902.33454600|                5804.67|           6.00000000|        2902.33454600|               17414.01|1|                                                                                                                                                                                                        
20160200|1-CD-INV-000003-2002                    |     M0002|9999   |9|01|20111106                |                |03/02/2020|09|                0001|1541                |01|BROCAQL50-61/8MOD_ESTÁNDAR-CONVEX                                               |NIU|1|                 0.00|                 0.00|                   0.00|          10.00000000|         981.79605800|                9817.96|         161.00000000|         981.79605800|              158069.17|1|                                                                                                                                                                                                        
20160200|1-CD-INV-000003-2002                    |     M0002|9999   |9|01|20111107                |                |03/02/2020|09|                0001|1541                |01|DRIVESUBQL50                                                                    |NIU|1|                 0.00|                 0.00|                   0.00|          10.00000000|         225.35774100|                2253.58|          70.00000000|         225.35774100|               15775.04|1|                                                                                                                                                                                                        
20160200|1-CD-INV-000003-2002                    |     M0002|9999   |9|01|20111284                |                |07/02/2020|09|                0001|1542                |01|TAPEREDRODH22L=1220MM11DEG(P)                                                   |NIU|1|                 0.00|                 0.00|                   0.00|           6.00000000|          95.13982700|                 570.84|         130.00000000|          95.13982700|               12368.18|1|                                                                                                                                                                                                        
20160200|1-CD-INV-000003-2002                    |     M0002|9999   |9|01|20111285                |                |07/02/2020|09|                0001|1542                |01|TAPEREDRODH22L=1830MM11DEG(P)                                                   |NIU|1|                 0.00|                 0.00|                   0.00|           6.00000000|         134.77290000|                 808.64|         115.00000000|         134.77290000|               15498.88|1|                                                                                                                                                                                                        
20160200|2-CO-C-000007-2002                      |     M0003|9999   |9|01|20111                   |                |10/02/2020|01|                F072|1051099             |02|ADAPTERDTH4"/PINBOX27/8"APIREG_/L=327MM                                         |NIU|1|                 0.00|                 0.00|                   9.55|                 0.00|         329.44339800|                   0.00|          16.00000000|         330.04009900|                5280.64|1|                                                                                                                                                                                                        
20160200|2-CO-C-000007-2002                      |     M0003|9999   |9|01|20111256                |                |10/02/2020|01|                F072|1051099             |02|HAMMERQL40DTH-HEAVYDUTY/350PSIMOD_STANDARD(APIREG_23/8'')                       |NIU|1|                 0.00|                 0.00|                  21.36|                 0.00|        2357.43128800|                   0.00|           7.00000000|        2360.48209300|               16523.37|1|                                                                                                                                                                                                        
20160200|2-CO-C-000007-2002                      |     M0003|9999   |9|01|20111257                |                |10/02/2020|01|                F072|1051099             |02|BITQL40-5¨SHANK4MOD_ESTÁNDAR-CONVEX                                             |NIU|1|                 0.00|                 0.00|                  51.50|                 0.00|         698.97181200|                   0.00|          85.00000000|         699.57775100|               59464.11|1|                                                                                                                                                                                                        
20160200|2-CO-C-000007-2002                      |     M0003|9999   |9|01|20111303                |                |10/02/2020|01|                F072|1051099             |02|QL50RINGOFSTOPRING                                                              |NIU|1|                 0.00|                 0.00|                   0.01|                 0.00|           2.62122000|                   0.00|           7.00000000|           2.62211800|                  18.35|1|                                                                                                                                                                                                        
20160200|2-CO-C-000007-2002                      |     M0003|9999   |9|01|20111304                |                |10/02/2020|01|                F072|1051099             |02|QL50STOPRING                                                                    |NIU|1|                 0.00|                 0.00|                   0.17|                 0.00|          40.80025900|                   0.00|           5.00000000|          40.83417700|                 204.17|1|                                                                                                                                                                                                        
20160200|2-CO-C-000007-2002                      |     M0003|9999   |9|01|20111316                |                |10/02/2020|01|                F072|1051099             |02|QL40RINGOFSTOPRING                                                              |NIU|1|                 0.00|                 0.00|                   0.03|                 0.00|           3.47240200|                   0.00|           7.00000000|           3.47688800|                  24.34|1|                                                                                                                                                                                                        
20160200|2-CO-C-000007-2002                      |     M0003|9999   |9|01|20111355                |                |10/02/2020|01|                F072|1051099             |02|DRIVESUBQL40                                                                    |NIU|1|                 0.00|                 0.00|                  23.84|                 0.00|         179.20914800|                   0.00|         165.00000000|         179.35365100|               29593.35|1|                                                                                                                                                                                                        
20160200|1-CD-INV-000003-2002                    |     M0002|9999   |9|01|20111446                |                |10/02/2020|09|                0001|1544                |01|ShankHLX5/T38/D45mm/L500mm(P)                                                   |NIU|1|                 0.00|                 0.00|                   0.00|           2.00000000|         436.10056500|                 872.20|           9.00000000|         436.10056500|                3924.91|1|                                                                                                                                                                                                        
20160200|2-CO-C-000007-2002                      |     M0003|9999   |9|01|20111458                |                |10/02/2020|01|                F072|1051099             |02|EXTERNALCYLINDERQL40                                                            |NIU|1|                 0.00|                 0.00|                  16.96|                 0.00|         928.64297100|                   0.00|          21.00000000|         929.45053700|               19518.46|1|                                                                                                                                                                                                        
20160200|2-CO-C-000007-2002                      |     M0003|9999   |9|01|20111461                |                |10/02/2020|01|                F072|1051099             |02|DRILLPIPE6MT/3,5"/8MM(PINBOX23/8''APIREG_)                                      |NIU|1|                 0.00|                 0.00|                   1.70|                 0.00|         973.35676600|                   0.00|           6.00000000|         973.63941300|                5841.84|1|                                                                                                                                                                                                        
