20180500|CD-INV-1805                             |     M0002|9999   |9|01|20111279                |                |01/05/2018|09|                 100|31                  |01|36MMTAPEREDBUTTONBIT11DEG(P)                                                    |NIU|1|                 0.00|                 0.00|                   0.00|         100.00000000|          50.00757500|                5000.76|         603.00000000|          50.00757500|               30154.57|1|                                                                                                                                                                                                        
20180500|CD-INV-1805                             |     M0002|9999   |9|01|20111344                |                |01/05/2018|09|                 100|31                  |01|32MMTAPEREDBUTTONBIT11DEG(P)                                                    |NIU|1|                 0.00|                 0.00|                   0.00|          50.00000000|          36.32465000|                1816.23|          50.00000000|          36.32465000|                1816.23|1|                                                                                                                                                                                                        
20180500|CD-INV-1805                             |     M0002|9999   |9|01|20111279                |                |03/05/2018|09|                 100|32                  |01|36MMTAPEREDBUTTONBIT11DEG(P)                                                    |NIU|1|                 0.00|                 0.00|                   0.00|         150.00000000|          50.00757500|                7501.14|         453.00000000|          50.00757500|               22653.43|1|                                                                                                                                                                                                        
20180500|CD-INV-1805                             |     M0002|9999   |9|01|20111442                |                |03/05/2018|09|                 100|32                  |01|MFRODT38H35R32L=3700MM(P)                                                       |NIU|1|                 0.00|                 0.00|                   0.00|           2.00000000|         796.77886800|                1593.56|          12.00000000|         796.77886800|                9561.35|1|                                                                                                                                                                                                        
20180500|C-5-144                                 |     M0003|9999   |9|01|20111466                |                |08/05/2018|01|                0003|10157               |02|36MMTAPEREDBUTTONBIT11DEG/SPHERICALBUTTONS(V)                                   |NIU|1|                 0.00|                 0.00|                  48.15|                 0.00|          45.99038700|                   0.00|         250.00000000|          46.18298400|               11545.75|1|                                                                                                                                                                                                        
20180500|C-5-144                                 |     M0003|9999   |9|01|20111279                |                |08/05/2018|01|                0003|10157               |02|36MMTAPEREDBUTTONBIT11DEG(P)                                                    |NIU|1|                 0.00|                 0.00|                 154.76|                 0.00|          41.56029700|                   0.00|         953.00000000|          41.72269400|               39761.73|1|                                                                                                                                                                                                        
20180500|C-5-144                                 |     M0003|9999   |9|01|20111455                |                |08/05/2018|01|                0003|10157               |02|TRICONE77/8''HARD-IADC742(G)                                                    |NIU|1|                 0.00|                 0.00|                 418.32|                 0.00|        4994.55607500|                   0.00|          20.00000000|        5015.47201800|              100309.44|1|                                                                                                                                                                                                        
20180500|C-5-144                                 |     M0003|9999   |9|01|20111467                |                |08/05/2018|01|                0003|10157               |02|36MMTAPEREDBUTTONBIT11DEG/SPHERICALBUTTONS(T)                                   |NIU|1|                 0.00|                 0.00|                  24.07|                 0.00|          45.99038700|                   0.00|         125.00000000|          46.18298400|                5772.87|1|                                                                                                                                                                                                        
20180500|CD-INV-1805                             |     M0002|9999   |9|01|20111305                |                |09/05/2018|09|                 100|34                  |01|BROCAQL60-63/4"MOD_FULLDESIGN-CONVEX                                            |NIU|1|                 0.00|                 0.00|                   0.00|           4.00000000|        1169.90586800|                4679.62|          44.00000000|        1169.90586800|               51475.86|1|                                                                                                                                                                                                        
20180500|CD-INV-1805                             |     M0002|9999   |9|01|20111364                |                |09/05/2018|09|                 100|34                  |01|MEGADRILLDRIVESUBND680                                                          |NIU|1|                 0.00|                 0.00|                   0.00|           1.00000000|         356.95627300|                 356.96|           1.00000000|         356.95627300|                 356.96|1|                                                                                                                                                                                                        
20180500|CD-INV-1805                             |     M0002|9999   |9|01|20111360                |                |09/05/2018|09|                 100|34                  |01|MEGADRILLBITCONVEXBHND68063/4''MOD_STANDARD                                     |NIU|1|                 0.00|                 0.00|                   0.00|           5.00000000|        1367.01805400|                6835.09|           4.00000000|        1367.01805400|                5468.07|1|                                                                                                                                                                                                        
20180500|CD-INV-1805                             |     M0002|9999   |9|01|20111359                |                |09/05/2018|09|                 100|34                  |01|MEGADRILLHAMMERBHND680                                                          |NIU|1|                 0.00|                 0.00|                   0.00|           1.00000000|        3913.35479100|                3913.35|           1.00000000|        3913.35479100|                3913.35|1|                                                                                                                                                                                                        
20180500|CD-INV-1805                             |     M0002|9999   |9|01|20111168                |                |09/05/2018|09|                 100|34                  |01|EXTERNALCYLINDERQL60                                                            |NIU|1|                 0.00|                 0.00|                   0.00|           1.00000000|        1277.20714700|                1277.21|           5.00000000|        1277.20714700|                6386.04|1|                                                                                                                                                                                                        
20180500|CD-INV-1805                             |     M0002|9999   |9|01|20111101                |                |10/05/2018|09|                0001|1221                |01|DHD340HAMMERHEAVYDUTY(PIN23/8'')                                                |NIU|1|                 0.00|                 0.00|                   0.00|           2.00000000|        2366.86000000|                4733.72|                 0.00|                 0.00|                   0.00|1|                                                                                                                                                                                                        
20180500|CD-INV-1805                             |     M0002|9999   |9|01|20111344                |                |10/05/2018|09|                 100|37                  |01|32MMTAPEREDBUTTONBIT11DEG(P)                                                    |NIU|1|                 0.00|                 0.00|                   0.00|          50.00000000|          36.32465000|                1816.23|                 0.00|                 0.00|                   0.00|1|                                                                                                                                                                                                        
20180500|CD-INV-1805                             |     M0002|9999   |9|01|20111442                |                |10/05/2018|09|                 100|37                  |01|MFRODT38H35R32L=3700MM(P)                                                       |NIU|1|                 0.00|                 0.00|                   0.00|           2.00000000|         796.77886800|                1593.56|          10.00000000|         796.77886800|                7967.79|1|                                                                                                                                                                                                        
20180500|CD-INV-1805                             |     M0002|9999   |9|01|20111104                |                |10/05/2018|09|                0001|1221                |01|DHD340DRIVESUB                                                                  |NIU|1|                 0.00|                 0.00|                   0.00|           6.00000000|         276.91000000|                1661.46|           6.00000000|         276.91000000|                1661.46|1|                                                                                                                                                                                                        
20180500|CD-INV-1805                             |     M0002|9999   |9|01|20111279                |                |10/05/2018|09|                 100|37                  |01|36MMTAPEREDBUTTONBIT11DEG(P)                                                    |NIU|1|                 0.00|                 0.00|                   0.00|         100.00000000|          50.00757500|                5000.76|         353.00000000|          50.00757500|               17652.67|1|                                                                                                                                                                                                        
20180500|C-5-145                                 |     M0003|9999   |9|01|20111466                |                |11/05/2018|01|                F072|357164              |02|36MMTAPEREDBUTTONBIT11DEG/SPHERICALBUTTONS(V)                                   |NIU|1|                 0.00|                 0.00|                  21.28|                 0.00|          46.18298400|                   0.00|         250.00000000|          46.26808600|               11567.02|1|                                                                                                                                                                                                        
20180500|C-5-145                                 |     M0003|9999   |9|01|20111467                |                |11/05/2018|01|                F072|357164              |02|36MMTAPEREDBUTTONBIT11DEG/SPHERICALBUTTONS(T)                                   |NIU|1|                 0.00|                 0.00|                  10.64|                 0.00|          46.18298400|                   0.00|         125.00000000|          46.26808600|                5783.51|1|                                                                                                                                                                                                        
20180500|C-5-145                                 |     M0003|9999   |9|01|20111455                |                |11/05/2018|01|                F072|357164              |02|TRICONE77/8''HARD-IADC742(G)                                                    |NIU|1|                 0.00|                 0.00|                 184.84|                 0.00|        5015.47201800|                   0.00|          20.00000000|        5024.71414400|              100494.28|1|                                                                                                                                                                                                        
20180500|C-5-145                                 |     M0003|9999   |9|01|20111279                |                |11/05/2018|01|                F072|357164              |02|36MMTAPEREDBUTTONBIT11DEG(P)                                                    |NIU|1|                 0.00|                 0.00|                  68.39|                 0.00|          41.72269400|                   0.00|         953.00000000|          41.79445300|               39830.11|1|                                                                                                                                                                                                        
20180500|CD-INV-1805                             |     M0002|9999   |9|01|20111279                |                |14/05/2018|09|                 100|38                  |01|36MMTAPEREDBUTTONBIT11DEG(P)                                                    |NIU|1|                 0.00|                 0.00|                   0.00|         100.00000000|          50.00757500|                5000.76|         253.00000000|          50.00757500|               12651.92|1|                                                                                                                                                                                                        
20180500|CD-INV-1805                             |     M0002|9999   |9|01|20111292                |                |14/05/2018|09|                 100|40                  |99|DHD340PISTON                                                                    |NIU|1|                 0.00|                 0.00|                   0.00|           1.00000000|        1235.64000000|                1235.64|           1.00000000|        1235.64000000|                1235.64|1|                                                                                                                                                                                                        
20180500|CD-INV-1805                             |     M0002|9999   |9|01|20111279                |                |14/05/2018|09|                 100|39                  |01|36MMTAPEREDBUTTONBIT11DEG(P)                                                    |NIU|1|                 0.00|                 0.00|                   0.00|         200.00000000|          50.00757500|               10001.52|          53.00000000|          50.00757500|                2650.40|1|                                                                                                                                                                                                        
